guy,total,name,county,firstName,lastName,place
William Constable military steward in Hold'nes,480.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",William,Constable,Hold
Rad'o Pulleyn in Knaresburgh,320.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Rad'o,Pulleyn,Knaresburgh
John Lacye,240.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",John,Lacye,
Thomas Gergh in Estr',560.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Thomas,Gergh,Estr
Humphrey Channer bailiff of Bridlington,480.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Humphrey,Channer,Bridlington
Thomas Pulley bailiff of Burton Flemmyng,240.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Thomas,Pulley,Burton
George Burton bailiff of Wilerdbye,240.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",George,Burton,Wilerdbye
Jacob Bladis receiver of all firms in Swadell,480.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Jacob,Bladis,Swadell
John Cowton,720.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",John,Cowton,
Anthony Metcalf bailiff of Grenton,240.0,Bridlington Priory,"YORKSHIRE, EAST RIDING",Anthony,Metcalf,Grenton
Henry count of Northumbria,480.0,Haltemprice Priory,"YORKSHIRE, EAST RIDING",Henry,count,Northumbria
Cornell ___ bailiff of the monastery,720.0,Haltemprice Priory,"YORKSHIRE, EAST RIDING",Cornell,___,
Christopher ___ bailiff of Barkston,480.0,Haltemprice Priory,"YORKSHIRE, EAST RIDING",Christopher,___,Barkston
Henry auditor of the monastery,480.0,Haltemprice Priory,"YORKSHIRE, EAST RIDING",Henry,auditor,
Marmaduke Constable military steward of aforesaid lands,320.0,Ellerton Priory,"YORKSHIRE, EAST RIDING",Marmaduke,Constable,
William Lorance bailiff of Ellerton,480.0,Ellerton Priory,"YORKSHIRE, EAST RIDING",William,Lorance,Ellerton
Henry count of Cumberland,480.0,North Ferriby Priory,"YORKSHIRE, EAST RIDING",Henry,count,Cumberland
Robert Wilberforce steward of the court,160.0,North Ferriby Priory,"YORKSHIRE, EAST RIDING",Robert,Wilberforce,
Richard Hardy bailiff,480.0,North Ferriby Priory,"YORKSHIRE, EAST RIDING",Richard,Hardy,
William Cheydok bailiff of Childwall,480.0,Upholland Priory,LANCASHIRE,William,Cheydok,Childwall
Arnulph Lathum bailiff of Markeland in Garston,160.0,Upholland Priory,LANCASHIRE,Arnulph,Lathum,Markeland
Jacob Stanley military steward of the monastery,1200.0,Burscough Priory,LANCASHIRE,Jacob,Stanley,
Richard Morecroft bailiff of Ormyskyrke,320.0,Burscough Priory,LANCASHIRE,Richard,Morecroft,Ormyskyrke
Robert Suche bailiff of Burscogh and Merton,480.0,Burscough Priory,LANCASHIRE,Robert,Suche,Burscogh
Henry Stokeley bailiff of Hyton,320.0,Burscough Priory,LANCASHIRE,Henry,Stokeley,Hyton
Edward Stanley count of Derbyshire,1280.0,Whalley Abbey,LANCASHIRE,Edward,Stanley,Derbyshire
Alexander Nowell and Richard Cromboke understewards of the monastery,1200.0,Whalley Abbey,LANCASHIRE,Alexander,Nowell,
Laurence Forest receiver of Whalley rectory,1520.0,Whalley Abbey,LANCASHIRE,Laurence,Forest,Whalley
Ralph Lynney receiver of Blakebourne,1200.0,Whalley Abbey,LANCASHIRE,Ralph,Lynney,Blakebourne
Robery Parrysshe receiver of rectory of Eccles,960.0,Whalley Abbey,LANCASHIRE,Robery,Parrysshe,Eccles
William Heydok receiver of Rachedale rectory,800.0,Whalley Abbey,LANCASHIRE,William,Heydok,Rachedale
Lionel Fulle receiver of lord of Croynton Garston and Akeberth,640.0,Whalley Abbey,LANCASHIRE,Lionel,Fulle,Croynton
William Whithowe bailiff of Stanney,240.0,Whalley Abbey,LANCASHIRE,William,Whithowe,Stanney
Henry Dunbabyn bailiff of Acton,240.0,Whalley Abbey,LANCASHIRE,Henry,Dunbabyn,Acton
Christopher Smyth bailirr of Aston,240.0,Whalley Abbey,LANCASHIRE,Christopher,Smyth,Aston
Robert Fulle bailiff of Byllyngton,480.0,Whalley Abbey,LANCASHIRE,Robert,Fulle,Byllyngton
Otonis Hollond bailiff of Maunton and of Swynton,480.0,Whalley Abbey,LANCASHIRE,Otonis,Hollond,Maunton
Robert Borman bailiff of Wolden,240.0,Whalley Abbey,LANCASHIRE,Robert,Borman,Wolden
Jacob Gartfide bailiff of M'land Castleton and Spotlande,720.0,Whalley Abbey,LANCASHIRE,Jacob,Gartfide,
Ralph Holland bailiff of Whytworthe,120.0,Whalley Abbey,LANCASHIRE,Ralph,Holland,Whytworthe
John Crombroke bailiff of Roclyff and Brendwood per year,240.0,Whalley Abbey,LANCASHIRE,John,Crombroke,Roclyff
Egidius Parkar bailiff of Clyderowe,480.0,Whalley Abbey,LANCASHIRE,Egidius,Parkar,Clyderowe
Ralph Morton bailiff of Stanyngs,480.0,Whalley Abbey,LANCASHIRE,Ralph,Morton,Stanyngs
Edward count of Derbyshire,800.0,Penwortham Priory,LANCASHIRE,Edward,count,Derbyshire
Ralph Coke bailiff of Penwortham,720.0,Penwortham Priory,LANCASHIRE,Ralph,Coke,Penwortham
John Gryme bailiff of Leylonde,720.0,Penwortham Priory,LANCASHIRE,John,Gryme,Leylonde
Henry Gaston steward of Richmondshire,240.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Henry,Gaston,Richmondshire
Jacob Rokebi steward of the court,160.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Rokebi,
Richard Foster bailiff of Barton,160.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Richard,Foster,Barton
Galfridi Middleton steward of Garsedale,480.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Galfridi,Middleton,Garsedale
Thomas Atkynson bailiff of Garsedale,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Thomas,Atkynson,Garsedale
Richard Hudson bailiff of Thorpe,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Richard,Hudson,Thorpe
William Bampton bailiff of Huddeswell,240.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",William,Bampton,Huddeswell
George Warcop bailiff of Manfeld,240.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",George,Warcop,Manfeld
Robert Bellamy bailiff of Stapleton,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Robert,Bellamy,Stapleton
Jacob Grysewhait bailiff of Skeithby,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Grysewhait,Skeithby
Thomas Bolleron bailiff of Brompton,120.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",Thomas,Bolleron,Brompton
John Wayt bailiff of aforesaid abbey,240.0,Easby Abbey,"YORKSHIRE, NORTH RIDING",John,Wayt,
Lord Dacre steward of the abbey,480.0,Egglestone Abbey,"YORKSHIRE, NORTH RIDING",Lord,Dacre,
Ambrose Middelton steward of the court,240.0,Egglestone Abbey,"YORKSHIRE, NORTH RIDING",Ambrose,Middelton,
William Shipertt bailiff and receiver of Kylvyngton and Stratford,240.0,Egglestone Abbey,"YORKSHIRE, NORTH RIDING",William,Shipertt,Kylvyngton
Lord conyers,880.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Lord,conyers,
Jacob Metcalffe steward in Wensla'dall,640.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Metcalffe,Wensla
Richard Norton steward of Horton,360.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Richard,Norton,Horton
Richard Bolde steward of Knerdley,480.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Richard,Bolde,Knerdley
William Catherd steward of Est Witton,1280.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",William,Catherd,Est
Matthew Twaith bailiff of the monastery,560.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Matthew,Twaith,
John Metcalffe bailiff of Wenseladalle,480.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",John,Metcalffe,Wenseladalle
Simon Jacson bailiff of Knerdley,480.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Simon,Jacson,Knerdley
Leonard Tailior bailiff of Horton,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Leonard,Tailior,Horton
William Hawe bailiff of Fyngall,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",William,Hawe,Fyngall
Henry Askewth receiver and bailiff of Newsted,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Henry,Askewth,Newsted
Peter Messe bailiff of Dalton Ellyngton and Ellingstrings,160.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Peter,Messe,Dalton
Jacob Nelson bailiff of Som'cotts and Boston,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Nelson,Som
Jacob Dent bailiff of Tunstall and Riswick,160.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Dent,Tunstall
William Barker bailiff of the barony of Est Witton,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",William,Barker,Est
Jacob Twayth receiver of Aykcarth,560.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Twayth,Aykcarth
Roger Mangy receiver of Aynderby,480.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Roger,Mangy,Aynderby
John Dixson receiver of West Witton,120.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",John,Dixson,West
Jacob Dente receiver of church of Est Whitton,240.0,Jervaulx Abbey,"YORKSHIRE, NORTH RIDING",Jacob,Dente,Est
Christopher Conyers,960.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Christopher,Conyers,
Thomas Wray steward of the court,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Thomas,Wray,
Goodfride Metkalfe bailiff of Coverham,240.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Goodfride,Metkalfe,Coverham
Robery Kay bailiff of Thexton,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Robery,Kay,Thexton
John Curdake bailiff of Menythorppe,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",John,Curdake,Menythorppe
Ralph Symonson bailiff of Crakehall,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Ralph,Symonson,Crakehall
Edward Lofthouse bailiff of Swynsyde,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",Edward,Lofthouse,Swynsyde
John Tysen bailiff of Caudberght,160.0,Coverham Abbey,"YORKSHIRE, NORTH RIDING",John,Tysen,Caudberght
Lord Darcy,800.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Lord,Darcy,
Ralph Pulleyn steward of the court,800.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Ralph,Pulleyn,
Thomas Bradfurth receiver,800.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Thomas,Bradfurth,
John Melsynby auditor,1600.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Melsynby,
Sheriff of York,360.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Sheriff,of,York
Abr'ie Combland bailiff of Slemyngfurth and Galhay,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Abr'ie,Combland,Slemyngfurth
Richard Banester bailiff of Craven,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Richard,Banester,Craven
Marmaduke Bayn bailiff of Nederdalle,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Marmaduke,Bayn,Nederdalle
Ralph Lealome bailiff of Stanburn,400.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Ralph,Lealome,Stanburn
Thomas Kylnesey,368.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Thomas,Kylnesey,
William Haxby bailiff of Wheldrake,400.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",William,Haxby,Wheldrake
Richard Haxby bailiff of Hartwith,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Richard,Haxby,Hartwith
Marmaduke Abbott bailiff of Granteley and Dalaghy,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Marmaduke,Abbott,Granteley
John Wrok bailiff of the monastery,320.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Wrok,
Richard Bekweth bailiff of Aldburgh,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Richard,Bekweth,Aldburgh
Thomas Smythson receiver of Couton and Greynbury,120.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Thomas,Smythson,Couton
Peter Man' receiver of lord of Thorponderwod,800.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Peter,Man',Thorponderwod
John Bowell receiver of Wheldrak,240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Bowell,Wheldrak
John Danke steward of the court in Craven,160.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Danke,Craven
Richard Hobson bailiff of Knapton,80.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Richard,Hobson,Knapton
John Wilson bailiff of Marton,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Wilson,Marton
Simon Waytt bailiff of Balderby,80.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Simon,Waytt,Balderby
Anthony Huckerby receiver in Ripon,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Anthony,Huckerby,Ripon
John Fowler bailiff of Righto',240.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",John,Fowler,Righto
Chrisopher Bekwath receiver of rent and farms in Seweton and other villages attached,120.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Chrisopher,Bekwath,Seweton
Gavin Ratclyff receiver of farms in Croswaitt and Borowdayll,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Gavin,Ratclyff,Ratclyff
Marmaduke Yowdayll bailiff there,320.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Marmaduke,Yowdayll,
Christopher Stranger steward of the court there,160.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Christopher,Stranger,
Milo Hardcastell bailiff of Wyndesley Brynebem and Warshall,320.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Milo,Hardcastell,Wyndesley
Lawrence Smyth receiver of farms of Brymben,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Lawrence,Smyth,Brymben
William Smyth bailiff of Boston,80.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",William,Smyth,Boston
Robert Percey steward of the court,160.0,Knaresborough Priory,"YORKSHIRE, WEST RIDING",Robert,Percey,
Anthony Aldburght bailiff of Knareburght,160.0,Knaresborough Priory,"YORKSHIRE, WEST RIDING",Anthony,Aldburght,Knareburght
Bailiff of Pannall,160.0,Knaresborough Priory,"YORKSHIRE, WEST RIDING",Bailiff,of,Pannall
Peter Cure bailiff of Hampstwhart,160.0,Knaresborough Priory,"YORKSHIRE, WEST RIDING",Peter,Cure,Hampstwhart
William Gaston steward there,320.0,Nunmonkton,"YORKSHIRE, WEST RIDING",William,Gaston,
William Marshall steward of the court and auditor there,320.0,Nunmonkton,"YORKSHIRE, WEST RIDING",William,Marshall,
Robert Broune bailiff of Monketon,160.0,Nunmonkton,"YORKSHIRE, WEST RIDING",Robert,Broune,Monketon
Bailiff of Walton,160.0,Nunmonkton,"YORKSHIRE, WEST RIDING",Bailiff,of,Walton
Bailiff of Ham'ton,160.0,Nunmonkton,"YORKSHIRE, WEST RIDING",Bailiff,of,Ham
Henry Goodryk,4800.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",Henry,Goodryk,
William marshall steward of the court,480.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",William,marshall,
Jacob Palm' bailiff of Wetherby,720.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",Jacob,Palm',Wetherby
Robert Thomson bailiff of Hunsyngor,720.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",Robert,Thomson,Hunsyngor
George Pullan bailiff of Copgrave,240.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",George,Pullan,Copgrave
Thomas Watson bailiff of Copmanthrope,240.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",Thomas,Watson,Copmanthrope
John Goudlayk auditor,480.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",John,Goudlayk,
Westhaghton bailiff,160.0,Cockersand Abbey,LANCASHIRE,Westhaghton,bailiff,
Ade Hilton steward of Westhaghton,240.0,Cockersand Abbey,LANCASHIRE,Ade,Hilton,Westhaghton
Thorstan Knollys bailiff of Susthow,320.0,Cockersand Abbey,LANCASHIRE,Thorstan,Knollys,Susthow
John Yatts bailiff of Singleton,320.0,Cockersand Abbey,LANCASHIRE,John,Yatts,Singleton
John Harryson bailiff of P'sall Staynoll,240.0,Cockersand Abbey,LANCASHIRE,John,Harryson,
Richard Grene bailiff of Grastayng,240.0,Cockersand Abbey,LANCASHIRE,Richard,Grene,Grastayng
Robert Holme bailiff of Forton,400.0,Cockersand Abbey,LANCASHIRE,Robert,Holme,Forton
Richard Farryngton bailiff of Hoton,320.0,Cockersand Abbey,LANCASHIRE,Richard,Farryngton,Hoton
Henry Ferryngton steward of Hoton,320.0,Cockersand Abbey,LANCASHIRE,Henry,Ferryngton,Hoton
Thomas Thorneton bailiff of Asshton and Preston,240.0,Cockersand Abbey,LANCASHIRE,Thomas,Thorneton,Asshton
Richard Tho'son bailiff of Catton,240.0,Cockersand Abbey,LANCASHIRE,Richard,Tho'son,Catton
Richard Hochousson bailiff of Bentham,320.0,Cockersand Abbey,LANCASHIRE,Richard,Hochousson,Bentham
Robert Phillypson bailiff of land and tenants in Westmorland,240.0,Cockersand Abbey,LANCASHIRE,Robert,Phillypson,Westmorland
Thomas Stanley steward of Mount Agell Abbey,1200.0,Cockersand Abbey,LANCASHIRE,Thomas,Stanley,Mount
Robert Plesyngton receiver there,1200.0,Cockersand Abbey,LANCASHIRE,Robert,Plesyngton,
Bartholomew Heskett steward of the court,480.0,Cockersand Abbey,LANCASHIRE,Bartholomew,Heskett,
Thomas Lamplew steward of the land,320.0,Calder Abbey,CUMBERLAND,Thomas,Lamplew,
Thomas Dachaund steward of the court,160.0,Calder Abbey,CUMBERLAND,Thomas,Dachaund,
William Ponsonby bailiff of the monastery,800.0,Calder Abbey,CUMBERLAND,William,Ponsonby,
John Dawson bailiff of Deram,240.0,Calder Abbey,CUMBERLAND,John,Dawson,Deram
John Adamson bailiff of Gyelcrowse,240.0,Calder Abbey,CUMBERLAND,John,Adamson,Gyelcrowse
Count of Derbyshire steward in Yorkshire and Lancashire,2400.0,Furness Abbey,LANCASHIRE,Count,of,Derbyshire
Count of Cumberland steward of Wynt'burne,1440.0,Furness Abbey,LANCASHIRE,Count,of,Cumberland
Alex Richardson bailiff of Fornas,1920.0,Furness Abbey,LANCASHIRE,Alex,Richardson,Fornas
Alex Richardson bailiff of Dalton,240.0,Furness Abbey,LANCASHIRE,Alex,Richardson,Dalton
Thomas Port Bailiff of Wynt'burne,640.0,Furness Abbey,LANCASHIRE,Thomas,Port,Wynt
George Hogeson bailiff of Beaumonte and Bolton,240.0,Furness Abbey,LANCASHIRE,George,Hogeson,Beaumonte
Nicholas Flasshby bailiff of Lownesdale,640.0,Furness Abbey,LANCASHIRE,Nicholas,Flasshby,Lownesdale
John Corcar bailiff of Ulverton,240.0,Furness Abbey,LANCASHIRE,John,Corcar,Ulverton
Roland Dacherd bailiff of Egton and Newland,60.0,Furness Abbey,LANCASHIRE,Roland,Dacherd,Egton
William Rollandson bailiff of Colton,192.0,Furness Abbey,LANCASHIRE,William,Rollandson,Colton
Christopher Taillior bailiff of Fencewith,192.0,Furness Abbey,LANCASHIRE,Christopher,Taillior,Fencewith
Rolland' Dochand bailiff of Nebwatth,192.0,Furness Abbey,LANCASHIRE,Rolland',Dochand,Nebwatth
George Brathvayte bailiff of Claiff,192.0,Furness Abbey,LANCASHIRE,George,Brathvayte,Claiff
William Sander bailiff of Graythvayte,192.0,Furness Abbey,LANCASHIRE,William,Sander,Graythvayte
Jacob Banke bailiff of Hawkeshede and Brathvait,320.0,Furness Abbey,LANCASHIRE,Jacob,Banke,Hawkeshede
John Tomlynson bailiff of Grisedale,192.0,Furness Abbey,LANCASHIRE,John,Tomlynson,Grisedale
John Fyssher of Borowdale,480.0,Furness Abbey,LANCASHIRE,John,Fyssher,Borowdale
William Stakho' bailiff of Cowpeland,360.0,Furness Abbey,LANCASHIRE,William,Stakho',Cowpeland
Leonard Fawcett receiver general,4800.0,Furness Abbey,LANCASHIRE,Leonard,Fawcett,
Andrew B'ton for counsel,960.0,Furness Abbey,LANCASHIRE,Andrew,B'ton,
Hugh Flemyng steward of the priory,640.0,Conishead Priory,LANCASHIRE,Hugh,Flemyng,
John Towers bailiff of Blawithe,80.0,Conishead Priory,LANCASHIRE,John,Towers,Blawithe
William Jakeson bailiff of Blasbrorme,160.0,Conishead Priory,LANCASHIRE,William,Jakeson,Blasbrorme
Henry Moure bailiff of Whetbeke,80.0,Conishead Priory,LANCASHIRE,Henry,Moure,Whetbeke
John Dyconson bailiff oc Haverbreke,80.0,Conishead Priory,LANCASHIRE,John,Dyconson,
William Torner bailiff of land in Lancashire,48.0,Conishead Priory,LANCASHIRE,William,Torner,Lancashire
Count Darby chief steward of the land,480.0,Cartmel Priory,LANCASHIRE,Count,Darby,
John Standisly steward of the court,400.0,Cartmel Priory,LANCASHIRE,John,Standisly,
William Nelson auditor,960.0,Cartmel Priory,LANCASHIRE,William,Nelson,
Roland Jakeson bailiff of Sylverdale,240.0,Cartmel Priory,LANCASHIRE,Roland,Jakeson,Sylverdale
Peter Byrkhed rector of the priory,320.0,Cartmel Priory,LANCASHIRE,Peter,Byrkhed,
John Hadryngton and Matthew Stevynson bailiffs  of the priory,240.0,Lanercost Priory,CUMBERLAND,John,Hadryngton,
Constable? Of the rectory of Caldbeck,40.0,Holmcultram Abbey,CUMBERLAND,Constable?,Of,Caldbeck
Henry count of Cumberland steward of the monastery,480.0,Holmcultram Abbey,CUMBERLAND,Henry,count,Cumberland
Richard Banwys steward of the court of the monastery,320.0,Holmcultram Abbey,CUMBERLAND,Richard,Banwys,
Gilbert Fisher bailiff of Flemyngbye,400.0,Holmcultram Abbey,CUMBERLAND,Gilbert,Fisher,Flemyngbye
Richard Salkeld deputy of Henry count of Cumberland chief steward,480.0,Shap Abbey,WESTMORLAND,Richard,Salkeld,Henry
Galfrid Middelton steward in Preston,240.0,Shap Abbey,WESTMORLAND,Galfrid,Middelton,Preston
Six bailiffs of aforesaid lands,480.0,Shap Abbey,WESTMORLAND,Six,bailiffs,
Thomas Nevill chief steward of the monastery,2400.0,Durham Priory,DURHAM,Thomas,Nevill,
Thomas Tempest steward of the court,1600.0,Durham Priory,DURHAM,Thomas,Tempest,
Robert Tempest steward of the court of the old city of Durham and Elwet,720.0,Durham Priory,DURHAM,Robert,Tempest,Durham
Thomas Forster bailiff of Elwett and Shinckley,800.0,Durham Priory,DURHAM,Thomas,Forster,Elwett
Richard Moley bailiff of old city Durham,240.0,Durham Priory,DURHAM,Richard,Moley,
George Davyson bailiff of Byllyngham,800.0,Durham Priory,DURHAM,George,Davyson,Byllyngham
William Barnard for Byllynghamshire and Durham (combined),800.0,Durham Priory,DURHAM,William,Barnard,
Gavin Trotter bailiff of Acley,640.0,Durham Priory,DURHAM,Gavin,Trotter,Trotter
Henry Fetherstanehaugh receiver in Estm'ynton Westm'yngton and Midm'yngton,320.0,Durham Priory,DURHAM,Henry,Fetherstanehaugh,Estm
Richard Wylley bailiff of Heworth,400.0,Durham Priory,DURHAM,Richard,Wylley,Heworth
Thomas Horsley bailiff of Shellez,640.0,Durham Priory,DURHAM,Thomas,Horsley,Shellez
Jasper Horsley receiver in Werelshierd,320.0,Durham Priory,DURHAM,Jasper,Horsley,Werelshierd
Christopher Morland receiver in Estranton Westranton Southpittyngton and Northpittyngton,240.0,Durham Priory,DURHAM,Christopher,Morland,Estranton
Thomas Whitfeld bailiff of Mogleswyk,160.0,Durham Priory,DURHAM,Thomas,Whitfeld,Mogleswyk
Edmund Stote steward of the court of Mogleswyk,160.0,Durham Priory,DURHAM,Edmund,Stote,Mogleswyk
Edmund Stote steward of the court of Hett',80.0,Durham Priory,DURHAM,Edmund,Stote,Hett
Edward Sivalwell receiver in Broptoft Braydley and Werdall,480.0,Durham Priory,DURHAM,Edward,Sivalwell,Broptoft
