name,order,landIncMean,titheIncMean,millIncMean,feeIncMean,almsIncMean,infraIncMean,transferIncMean,courtIncMean,annuityIncMean,educationIncMean,synProxIncMean,glebeIncMean,woodIncMean,unknownIncMean,landExpMean,titheExpMean,millExpMean,feeExpMean,almsExpMean,infraExpMean,transferExpMean,courtExpMean,annuityExpMean,educationExpMean,synProxExpMean,glebeExpMean,woodExpMean,unknownExpMean,year,region,totalInc,totalExp,netInc,depHouse,latitude,longitude,incomplete,landIncSum,titheIncSum,millIncSum,feeIncSum,almsIncSum,infraIncSum,transferIncSum,courtIncSum,annuityIncSum,educationIncSum,synProxIncSum,glebeIncSum,woodIncSum,unknownIncSum,landExpSum,titheExpSum,millExpSum,feeExpSum,almsExpSum,infraExpSum,transferExpSum,courtExpSum,annuityExpSum,educationExpSum,synProxExpSum,glebeExpSum,woodExpSum,unknownExpSum
Norwich Cathedral,Benedictine,1971.9342105263158,1192.9583333333333,,,1095.0,,157.11111111111111,233.13888888888889,,,,,800.0,7452.0,-107.33695652173913,,,-373.5135135135135,-10724.5,,-451.15,,,,-163.0,,,,1538.0,1.0,254811.5,-44876.75,209934.75,,52.631865,1.301247,0.0,149867.0,85893.0,0.0,0.0,1095.0,0.0,5656.0,4196.5,0.0,0.0,0.0,0.0,800.0,7452.0,-4937.5,0.0,0.0,-13820.0,-21449.0,0.0,-4511.5,0.0,0.0,0.0,-326.0,0.0,0.0,0.0
Nunburnholme Priory,Benedictine,176.07692307692307,,,,,,,,,,,,,166.0,-16.0,,,,,,-320.0,,,,,,,-480.0,1536.0,5.0,2439.0,-816.0,2103.0,,53.924727,-0.703957,0.0,2289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,-16.0,0.0,0.0,0.0,0.0,0.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,-480.0
Nunkeeling Priory,Benedictine,541.9565217391304,1028.0,,,,,,,,,,,,,-331.0,,,-430.0,-240.0,,-50.0,,,,-48.0,,,-520.0,1540.0,5.0,12206.0,-3621.0,8585.0,,53.934837,-0.256709,0.0,12465.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-993.0,0.0,0.0,-1720.0,-240.0,0.0,-100.0,0.0,0.0,0.0,-48.0,0.0,0.0,-520.0
Nunnaminster,Benedictine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.0,3.0,59006.5,-15960.5,43046.0,,51.06065900000001,-1.310624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Buckenham Priory,Augustinian,4033.75,1526.6,,,,,,82.66666666666667,,,,,,3330.1666666666665,-27.954545454545453,,,-293.3333333333333,-3015.0,,-266.6666666666667,,,,-263.75,,,,1536.0,1.0,31572.25,-5530.0,26042.25,,52.4911,1.0497,0.0,12101.25,7633.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,9990.5,-307.5,0.0,0.0,-880.0,-3015.0,0.0,-800.0,0.0,0.0,0.0,-527.5,0.0,0.0,0.0
Pentney Priory,Augustinian,1614.1477272727273,1192.6923076923076,480.0,,,,,17.6,,,,,240.0,,-104.95833333333333,,,-373.3333333333333,,,-552.8571428571429,,,,-266.5,,,,1537.0,1.0,51824.25,-10967.0,40857.25,,52.680372,0.514717,0.0,35511.25,15505.0,480.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,240.0,0.0,-1259.5,0.0,0.0,-1120.0,0.0,0.0,-7740.0,0.0,0.0,0.0,-799.5,0.0,0.0,0.0
Peterborough,Benedictine,5931.7338709677415,4063.9333333333334,1112.0,,,,,236.07575757575756,,,,,1124.5714285714287,476.0,-175.95,,,-541.1428571428571,-3448.0,,-1450.0,,-1280.0,,-197.5,,,-1157.6,1539.0,4.0,475049.75,-61841.0,403100.0,,52.572581,-0.239484,0.0,367767.5,60959.0,11120.0,0.0,0.0,0.0,0.0,7790.5,0.0,0.0,0.0,0.0,15744.0,1428.0,-3519.0,0.0,0.0,-34092.0,-13792.0,0.0,-11600.0,0.0,-1280.0,0.0,-790.0,0.0,0.0,-5788.0
Quarr Abbey,Cistercian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.0,3.0,44182.0,-11975.0,32207.0,1.0,50.73102600000001,-1.199889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey Abbey,Benedictine,5430.237341772152,1157.090909090909,,,,,412.0,7866.0,,,,,,520.0,-1046.0,,,-378.3863636363636,-1354.78125,,,,-1328.0,,-1686.0,,,-208.7,1537.0,1.0,476103.25,-64356.25,411747.0,,52.448333,-0.100833,0.0,428988.75,12728.0,0.0,0.0,0.0,0.0,9064.0,7866.0,0.0,0.0,0.0,0.0,0.0,520.0,-16736.0,0.0,0.0,-33298.0,-10838.25,0.0,0.0,0.0,-1328.0,0.0,-1686.0,0.0,0.0,-2087.0
Ranton Abbey,Augustinian,392.3235294117647,5529.0,220.0,,,,,,,,,,,,-38.22222222222222,,,-260.0,,,-733.333333,,,,-128.0,,,,1537.0,4.0,,,21634.666666,1.0,52.81576,-2.24149,0.0,13339.0,11058.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-344.0,0.0,0.0,-1040.0,0.0,0.0,-1466.666666,0.0,0.0,0.0,-128.0,0.0,0.0,0.0
Redlingfield Priory,Benedictine,565.051724137931,755.0,,,,,,32.5,,,,,,,-19.35,,,-480.0,-2160.0,,-60.0,,,,-15.0,,,,1537.0,1.0,19469.5,-3388.0,16081.5,,52.290656,1.204414,0.0,16386.5,3020.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.5,0.0,0.0,-960.0,-2160.0,0.0,-60.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0
Reigate Priory,Augustinian,926.96875,4080.0,640.0,,,,,,,,,,,,-50.708333333333336,,,-281.3333333333333,,,-200.0,,,,-240.0,,,,1536.0,2.0,,,16519.0,,51.235427,-0.206452,0.0,14831.5,4080.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-608.5,0.0,0.0,-844.0,0.0,0.0,-400.0,0.0,0.0,0.0,-240.0,0.0,0.0,0.0
Ribstone Preceptory,Augustinian,3573.9285714285716,3840.0,,,,,,,,,,,,,,,,-1097.142857142857,,,-1600.0,,,,,,,,1540.0,5.0,53875.0,,,,53.97861700000001,-1.404051,0.0,50035.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7680.0,0.0,0.0,-1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
