almsExpMean,almsExpSum,almsIncMean,almsIncSum,annuityExpMean,annuityExpSum,annuityIncMean,annuityIncSum,county,courtExpMean,courtExpSum,courtIncMean,courtIncSum,depHouse,educationExpMean,educationExpSum,educationIncMean,educationIncSum,feeExpMean,feeExpSum,feeIncMean,feeIncSum,founded,incomplete,infraExpMean,infraExpSum,infraIncMean,infraIncSum,ladyHouse,landExpMean,landExpSum,landIncMean,landIncSum,latitude,longitude,millExpMean,millExpSum,millIncMean,millIncSum,name,netInc,order,originalFoundation,pt,region,rurHouse,selected,subHouse,subPop,survival,synProxExpMean,synProxExpSum,synProxIncMean,synProxIncSum,titheExpMean,titheExpSum,titheIncMean,titheIncSum,totalExp,totalInc,transferExpMean,transferExpSum,transferIncMean,transferIncSum,unknownExpMean,unknownExpSum,unknownIncMean,unknownIncSum,urbHouse,urbPop,year,diss1536
,0.0,,0.0,,0.0,,0.0,NORFOLK,-10.5,-10.5,226.0,226.0,,,0.0,,0.0,-346.6666666666667,-1040.0,,0.0,1094.0,0.0,,0.0,,0.0,0.0,-82.45652173913044,-1896.5,1552.29,38807.25,52.703172,0.63372,,0.0,720.0,720.0,West Acre Priory,62563.25,Augustinian,,POINT (578044.3582114447 314973.5572667332),1.0,1.0,1.0,0,0.0,2.0,-91.75,-183.5,,0.0,,0.0,1325.4545454545455,14580.0,-11596.5,74158.75,-584.8571428571429,-8188.0,228.4,1142.0,-19.0,-38.0,11524.15625,92193.25,0,0.0,1538.0,0
-2647.818181818182,-29126.0,,0.0,-4611.5,-18446.0,,0.0,MIDDLESEX,,0.0,325.8265306122449,15965.5,,-3200.0,-6400.0,,0.0,-428.1038961038961,-32964.0,,0.0,1065.0,0.0,,0.0,,0.0,0.0,-124.07792207792208,-9554.0,3303.2087053571427,739918.75,51.499411,-0.127232,,0.0,1388.25,11106.0,Westminster Abbey,832802.25,Benedictine,735.0,POINT (530089.1641897354 179492.5175432736),2.0,,1.0,1,50.0,3.0,-105.7,-528.5,,0.0,-3100.0,-3100.0,3533.948717948718,137824.0,-121754.5,954556.75,-822.1372549019608,-41929.0,322.5263157894737,6128.0,-2810.818181818182,-61838.0,2091.076923076923,27184.0,0,0.0,1539.0,0
-640.0,-640.0,,0.0,,0.0,,0.0,CUMBERLAND,,0.0,240.0,240.0,1.0,,0.0,,0.0,-440.0,-1760.0,,0.0,1106.0,0.0,,0.0,,0.0,0.0,-80.0,-160.0,424.1,8482.0,54.879306,-2.829993,,0.0,,0.0,Wetheral,28222.0,Benedictine,,POINT (346844.6500220284 554153.5345507971),5.0,1.0,1.0,0,0.0,2.0,,0.0,,0.0,,0.0,3945.0,15780.0,-2560.0,30782.0,,0.0,570.0,1140.0,,0.0,,0.0,0,0.0,1538.0,0
,0.0,,0.0,,0.0,,0.0,NORFOLK,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1265.0,0.0,,0.0,,0.0,0.0,-60.0,-300.0,510.0,1020.0,52.647759,1.568062,,0.0,,0.0,Weybridge Priory,1840.0,Augustinian,,POINT (641459.870949258 311531.8036953172),1.0,1.0,1.0,0,0.0,0.0,-36.0,-72.0,,0.0,,0.0,1204.0,1204.0,-372.0,2224.0,,0.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
-28066.0,-28066.0,,0.0,,0.0,,0.0,LANCASHIRE,,0.0,,0.0,1.0,,0.0,,0.0,-642.2222222222222,-11560.0,,0.0,1296.0,0.0,,0.0,,0.0,0.0,-173.8421052631579,-3303.0,1263.2222222222222,45476.0,53.820441,-2.410518,-320.0,-320.0,,0.0,Whalley Abbey,77149.5,Cistercian,,POINT (373071.9032939133 436095.0757779444),5.0,1.0,1.0,0,0.0,1.0,,0.0,,0.0,,0.0,8293.0,66344.0,-55144.5,132294.0,-2088.0,-10440.0,,0.0,,0.0,,0.0,0,0.0,1537.0,0
,0.0,,0.0,,0.0,,0.0,HAMPSHIRE,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,986.0,1.0,,0.0,,0.0,1.0,,0.0,,0.0,51.16559,-1.4417099999999998,,0.0,,0.0,Wherwell Abbey,81463.0,Benedictine,,POINT (439132.0201690042 140853.4714059349),3.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,-15411.0,96874.0,,0.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
-1516.0,-6064.0,,0.0,,0.0,,0.0,"YORKSHIRE, NORTH RIDING",,0.0,,0.0,,,0.0,,0.0,-617.1428571428571,-4320.0,,0.0,1078.0,0.0,,0.0,,0.0,0.0,-160.0,-160.0,1244.1333333333334,74648.0,54.488295,-0.607538,,0.0,,0.0,Whitby Abbey,104913.0,Benedictine,657.0,POINT (490302.5132476176 511218.6435916435),5.0,,1.0,0,0.0,4.0,,0.0,,0.0,,0.0,2142.4444444444443,38564.0,-16228.0,121261.0,-627.3333333333334,-3764.0,381.25,3050.0,,0.0,695.6,3478.0,1,1.0,1540.0,0
,0.0,,0.0,,0.0,,0.0,"YORKSHIRE, EAST RIDING",,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1153.0,1.0,,0.0,,0.0,1.0,,0.0,,0.0,53.940974,-0.88941,,0.0,,0.0,Wilberfoss Priory,5242.0,Benedictine,,POINT (473000.5401683477 449997.8813840864),5.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
-1666.6666666666667,-5000.0,,0.0,,0.0,,0.0,WILTSHIRE,,0.0,92.13333333333334,1382.0,,,0.0,,0.0,-617.1428571428571,-4320.0,,0.0,934.0,0.0,,0.0,,0.0,1.0,-12.0,-12.0,1296.6840909090909,142635.25,51.07808000000001,-1.856,,0.0,960.0,960.0,Wilton Abbey,144396.25,Benedictine,,POINT (410183.5868351164 130983.5233177653),3.0,,1.0,1,8.0,3.0,-290.0,-290.0,,0.0,,0.0,775.3846153846154,10080.0,,,-492.4,-4924.0,1640.0,3280.0,-3440.0,-3440.0,2077.5,4155.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,HAMPSHIRE,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1275.0,1.0,,0.0,,0.0,1.0,,0.0,,0.0,51.290855,-0.8875319999999999,,0.0,,0.0,Wintney Priory,10356.0,Cistercian,,POINT (477668.9781853486 155223.2868564127),3.0,1.0,1.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,-3816.0,14172.0,,0.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,SOMERSET,,0.0,,0.0,,,0.0,,0.0,-379.875,-3039.0,,0.0,1179.0,0.0,,0.0,,0.0,0.0,-164.875,-1319.0,2906.3684210526317,55221.0,51.1686,-2.3675,,0.0,,0.0,Witham Charterhouse,51780.0,Carthusian,,POINT (374401.8766573056 141104.5621463883),3.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,758.0,758.0,,,-2400.0,-2400.0,466.6666666666667,2800.0,-85.5,-171.0,284.5,2276.0,0,0.0,1539.0,0
-640.0,-640.0,,0.0,,0.0,,0.0,SHROPSHIRE,,0.0,60.0,60.0,,,0.0,,0.0,-120.0,-600.0,,0.0,1136.0,0.0,,0.0,,0.0,0.0,-51.0,-204.0,852.999999999677,13647.999999994832,52.70146799999999,-2.45854,,0.0,1280.0,1280.0,Wombridge Priory,15688.0,Augustinian,,POINT (369111.5267572077 311629.7929763591),4.0,,1.0,1,1.0,0.0,-80.0,-160.0,,0.0,,0.0,496.0,2480.0,-1780.0,17468.0,-180.0,-180.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
-240.0,-240.0,,0.0,,0.0,,0.0,WARWICKSHIRE,,0.0,160.0,160.0,,,0.0,,0.0,-400.0,-800.0,,0.0,1135.0,0.0,,0.0,,0.0,1.0,-52.0,-104.0,548.075,10961.5,52.3341,-1.6758,,0.0,,0.0,Wroxall Priory,17466.0,Benedictine,,POINT (422187.331927093 270715.8519043324),4.0,1.0,1.0,0,0.0,0.0,-119.75,-239.5,,0.0,,0.0,1500.0,6000.0,-1383.5,18841.5,,0.0,960.0,960.0,,0.0,380.0,760.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,OXFORDSHIRE,,0.0,,0.0,,,0.0,,0.0,-542.8571428571429,-3800.0,,0.0,1209.0,0.0,,0.0,,0.0,0.0,-126.8,-1268.0,1828.909090909091,20118.0,52.071359,-1.393646,,0.0,,0.0,Wroxton Abbey,18891.5,Augustinian,,POINT (441657.2479010455 241615.5298940928),2.0,1.0,1.0,0,0.0,0.0,-125.0,-250.0,,0.0,,0.0,628.0,3768.0,-6116.0,23566.0,-249.0,-996.0,,0.0,,0.0,440.0,880.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,"YORKSHIRE, NORTH RIDING",,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1153.0,1.0,,0.0,,0.0,1.0,,0.0,,0.0,54.223885,-0.525026,,0.0,,0.0,Wykeham Priory,6210.0,Cistercian,,POINT (496262.57744963 481909.2537746927),5.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,HERTFORDSHIRE,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1218.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,51.93771,-0.228299,,0.0,,0.0,Wymondley Priory,7199.5,Augustinian,,POINT (521891.1482513658 228059.8074449938),2.0,1.0,1.0,0,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1537.0,0
