name,diocese,town,region,order,typeHouse,members,year,latitude,longitude,mother hou,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,founded,foundedSource
Cranborne Priory,,Cranborne,8,Benedictine,,Monks,1540,50.9187,-1.9239,Tewkesbury,55,4.007333185,4,1,0,0,1,0,1.900144555,0,0,DORSET,,
Croxden Abbey,,Croxden,5,Cistercian,,Monks,1538,52.954996,-1.903554,Aunay-sur-Odon,90,4.49980967,2,1,0,0,1,0,2.296923905,0,0,STAFFORDSHIRE,,
Croxton Abbey,,Croxton Kerrial,6,Premonstratensian,,Canons,1538,52.841108,-0.779118,,385,5.953243334,2,0,1,1,0,0,1.486200964,0,0,LEICESTERSHIRE,,
Croyland Abbey,,Crowland,6,Benedictine,,Monks,1539,52.676414,-0.16499,,1093,6.996681488,3,1,0,1,0,1,1.167356112,0,0,LINCOLNSHIRE,,
Dalby and Heather Preceptory,,Old Dalby,6,Augustinian,Knights Hospitaller,,1540,52.805219,-1.001792,,91,4.510859507,4,1,0,0,1,0,1.567961673,0,0,LEICESTERSHIRE,,
Dale Abbey,,Dale Abbey,6,Premonstratensian,,Canons,1538,52.944288,-1.350238,,144,4.9698133,2,0,1,0,1,0,1.890858566,0,0,DERBYSHIRE,,
Darley Abbey,,Darley Abbey,6,Augustinian,Canons Regular,Canons,1538,52.941946,-1.476915,,258,5.552959585,2,1,0,1,0,0,1.974043452,0,0,DERBYSHIRE,,
Dartford Priory,,Dartford,9,Dominican,,Nuns,1539,51.449951,0.214751,London,380,5.940171253,3,0,1,1,0,0,0.33822429,1,380,KENT,,
Deeping St James Priory,,Deeping St James,6,Benedictine,,Monks,1539,52.6717,-0.2895,Thorney,,,3,1,0,0,1,1,1.174276309,0,,LINCOLNSHIRE,,
Deerhurst Priory,,Deerhurst,8,Benedictine,,Monks,1540,51.9680332,-2.1900767,Tewkesbury,134,4.8978398,4,1,0,0,1,0,2.121999495,0,0,GLOUCESTERSHIRE,,
Delapré Abbey,,Northampton,6,Benedictine,Cluniac,Nuns,1538,52.22468,-0.889458,,119,4.779123493,2,1,0,0,1,0,1.051551552,1,119,NORTHAMPTONSHIRE,,
Denny Abbey,,Waterbeach,7,Franciscan,Poor Clares,Nuns,1536,52.293559,0.186542,,172,5.147494477,0,0,1,0,1,0,0.840697005,1,172,CAMBRIDGESHIRE,,
Dieulacres Abbey,,Abbey Green,5,Cistercian,,Monks,1539,53.117934,-2.026715,Combermere,227,5.424950017,3,1,0,1,0,0,2.495648807,0,0,STAFFORDSHIRE,,
Dingley Preceptory,,,6,Augustinian,Knights Hospitaller,,1540,52.482432,-0.865806,,108,4.682131227,4,1,0,0,1,0,1.226657351,0,0,NORTHAMPTONSHIRE,,
Dodford Priory,,,5,Premonstratensian,,Canons,1538,52.353252,-2.101221,Halesowen,24,3.17805383,2,0,1,0,1,0,2.154957734,0,0,WORCESTERSHIRE,,
Doncaster Greyfriars,,Doncaster,3,Franciscan,"Friars Minor, Conventual",Friars,1538,53.52695,-1.137798,York,,,2,0,1,0,1,1,2.260060024,0,,"YORKSHIRE, WEST RIDING",,
Doncaster Whitefriars,,Doncaster,3,Carmelites,,,1538,53.522851,-1.135048,,,,2,0,1,0,1,1,2.255161276,0,,"YORKSHIRE, WEST RIDING",,
Donnington Friary,,Donnington,9,Crutched Friars,,Friars,1538,51.414588,-1.331057,,,,2,0,1,0,1,0,1.216703799,0,,BERKSHIRE,,
Dorchester Abbey,,Dorchester,9,Augustinian,Arrouaisian,Canons,1536,51.6437,-1.1644,,190,5.247024072,0,1,0,0,1,0,1.054807746,0,0,OXFORDSHIRE,,
Dorchester Friary,,Dorchester,8,Franciscan,"Friars Minor, Conventual",Friars,1538,50.7173,-2.4355,Bristol,,,2,0,1,0,1,0,2.449227644,0,,DORSET,,
Dore Abbey,,Abbey Dore,5,Cistercian,,Monks,1536,51.967946,-2.893758,Morimond,101,4.615120517,0,1,0,0,1,0,2.813181806,0,0,HEREFORDSHIRE,,
Dover Priory,,Dover,9,Benedictine,,Monks,1538,51.126389,1.306667,Christchurch Canterbury,170,5.135798437,2,1,0,0,1,0,1.475506152,0,0,KENT,,
Drax Priory,,,3,Augustinian,,Canons,1535,53.747772,-0.99006,,92,4.521788577,-1,1,0,0,1,1,2.401653132,0,0,"YORKSHIRE, WEST RIDING",1135,https://historicengland.org.uk/listing/the-list/list-entry/1016857?section=official-list-entry site says 1130s so chose middle
Droitwich,,Droitwich,5,Augustinian,Austin Friars,Friars,1538,52.270518,-2.143591,Ludlow,,,2,1,0,0,1,0,2.163562206,0,,WORCESTERSHIRE,,
Dudley Priory,,Dudley,5,Benedictine,Cluniac,,1539,52.515454,-2.084923,,33,3.496507561,3,1,0,0,1,0,2.208920655,0,0,WORCESTERSHIRE,,
Dunkeswell Abbey,,Dunkeswell,8,Cistercian,,Monks,1539,50.889502,-3.222338,Forde,294,5.683579767,3,1,0,1,0,0,3.165645484,0,0,DEVON,,
Dunstable Friary,,Dunstable,7,Dominican,,Friars,1536,51.8841,-0.5204,Cambridge,,,0,0,1,0,1,0,0.549359718,0,,BEDFORDSHIRE,,
Dunstable Priory,,Dunstable,7,Augustinian,,Canons,1540,51.886003,-0.51771,,344,5.840641657,4,1,0,1,0,0,0.548695187,0,0,BEDFORDSHIRE,,
Dunster Priory,,Dunster,8,Benedictine,,Monks,1539,51.1836,-3.4484,Bath,37,3.610917913,3,1,0,0,1,0,3.346256871,0,0,SOMERSET,,
Dunwich Blackfriars,,Dunwich,7,Dominican,,Friars,1538,52.271989,1.63953,Cambridge,,,2,0,1,0,1,0,1.915695814,0,,SUFFOLK,,
Dunwich Greyfriars,,Dunwich,7,Franciscan,"Friars Minor, Conventual",Friars,1538,52.2755,1.6307,Cambridge,,,2,0,1,0,1,0,1.9090028,0,,SUFFOLK,,
Dureford Abbey,,Rogate,9,Premonstratensian,,Canons,1536,51.008,-0.851,,98,4.584967479,0,0,1,0,1,0,0.88833913,0,0,SUSSEX,,
Durham College,,Oxford,9,Benedictine,,Monks,1545,51.7553,-1.25718,,115,4.744932128,9,1,0,0,1,0,1.165193261,0,0,OXFORDSHIRE,1291,https://www.british-history.ac.uk/vch/oxon/vol2/pp68-70
Durham Priory,,Durham,2,Benedictine,,Monks,1540,54.77321,-1.57683,,1366,7.21964204,4,1,0,1,0,0,3.574413619,0,0,DURHAM,1083,https://www.british-history.ac.uk/vch/durham/vol2/pp86-103
Eagle Preceptory,,,6,Augustinian,Knights Hospitaller,,1540,53.18182,-0.70635,,124,4.820281566,4,1,0,0,1,1,1.77229235,0,0,LINCOLNSHIRE,,
Easby Abbey,,Easby,3,Premonstratensian,,Canons,1537,54.398255,-1.717024,,111,4.709530201,1,0,1,0,1,1,3.301298972,0,0,"YORKSHIRE, NORTH RIDING",1152,https://www.british-history.ac.uk/vch/yorks/vol3/pp245-249
Easebourne Priory,,Easebourne,9,Augustinian,,Canonesses,1536,50.995034,-0.725849,,29,3.36729583,0,1,0,0,1,0,0.796585732,1,29,SUSSEX,,
Eastminster,,Tower Hill,10,Cistercian,,,1538,51.5094,-0.0723,,,,2,1,0,0,1,0,0.04580393,0,,MIDDLESEX,,
Easton Priory,,,8,Augustinian,Trinitarian,Friars,1538,51.342285,-1.704163,,42,3.737669618,2,1,0,0,1,0,1.59490569,0,0,WILTSHIRE,,
Edington Priory,,,8,Augustinian,Bonshommes,Canons,1539,51.278911,-2.106875,,442,6.091309882,3,1,0,1,0,0,2.00215587,0,0,WILTSHIRE,,
Egglestone Abbey,,Barnard Castle,2,Premonstratensian,,Canons,1540,54.531259,-1.905115,,36,3.583518938,4,0,1,0,1,0,3.510189248,0,0,"YORKSHIRE, NORTH RIDING",1197,https://www.english-heritage.org.uk/visit/places/egglestone-abbey/history/
Ellerton in Swaledale Priory,,Swaledale,3,Cistercian,,Nuns,1536,54.371889,-1.879194,,15,2.708050201,0,1,0,0,1,1,3.360336401,1,15,"YORKSHIRE, NORTH RIDING",1160,https://www.british-history.ac.uk/vch/yorks/vol3/pp160-161 KH2 tagged middle
Ellerton Priory,,Ellerton,3,Gilbertine,,Canons,1538,53.850972,-0.935333,,62,4.127134385,2,0,1,0,1,1,2.479520051,0,0,"YORKSHIRE, EAST RIDING",1200,https://historicengland.org.uk/services-skills/education/educational-images/ellerton-priory-ellerton-abbey-7244
Elsham Priory,,,6,Augustinian,,Canons,1536,53.599297,-0.436729,,70,4.248495242,0,1,0,0,1,1,2.113453665,0,0,LINCOLNSHIRE,,
Elstow Abbey,,Elstow,7,Benedictine,,Nuns,1539,52.11495,-0.46935,,284,5.648974238,3,1,0,1,0,0,0.699529174,1,284,BEDFORDSHIRE,,
Ely Cathedral,,Ely,7,Benedictine,,Monks,1539,52.398611,0.264167,,1084,6.988413182,3,1,0,1,0,0,0.96734563,0,0,CAMBRIDGESHIRE,,
Esholt Priory,,,3,Cistercian,,Nuns,1539,53.852922,-1.714608,,13,2.564949357,3,1,0,0,1,1,2.835158072,1,13,"YORKSHIRE, WEST RIDING",1189,https://www.british-history.ac.uk/vch/yorks/vol3/pp161-163 says late KH2 or early KR1
Evesham Abbey,,Evesham,5,Benedictine,,Monks,1539,52.0913,-1.9468,,1183,7.075808864,3,1,0,1,0,0,1.918867734,0,0,WORCESTERSHIRE,,
Exeter Dominicans,,Exeter,8,Dominican,,Friars,1538,50.723763,-3.528231,London,,,2,0,1,0,1,0,3.499594556,0,,DEVON,,
Exeter Franciscans,,Exeter,8,Franciscan,"Friars Minor, Conventual",Friars,1538,50.721807,-3.535012,Bristol,,,2,0,1,0,1,0,3.506641673,0,,DEVON,,
Eye Priory,,Eye,7,Benedictine,,Monks,1537,52.322636,1.156286,,161,5.081404365,1,1,0,0,1,0,1.511435392,0,0,SUFFOLK,,
Eynsham Abbey,,Eynsham,9,Benedictine,,Monks,1538,51.778611,-1.373889,,421,6.042632834,2,1,0,1,0,0,1.284195422,0,0,OXFORDSHIRE,,
Farne Abbey,,Farne Islands,2,Benedictine,,Monks,1538,55.616568,-1.655133,Durham,12,2.48490665,2,1,0,0,1,1,4.384788613,0,0,DURHAM,?,
Faversham Abbey,,Faversham,9,Benedictine,,Monks,1538,51.316667,0.895833,,286,5.655991811,2,1,0,1,0,0,1.032200454,0,0,KENT,,
Felley Priory,,Felley,6,Augustinian,,Canons,1536,53.056456,-1.280452,,40,3.688879454,0,1,0,0,1,0,1.934577042,0,0,NOTTINGHAMSHIRE,1156,https://www.british-history.ac.uk/vch/notts/vol2/pp109-112
Finchale Abbey,,Durham,2,Benedictine,,Monks,1535,54.818277,-1.54058,Durham,122,4.804021045,-1,1,0,0,1,0,3.601131219,0,0,DURHAM,1196,https://www.british-history.ac.uk/vch/durham/vol2/pp103-105
Fineshade Priory,,Corby,6,Augustinian,Canons Regular,Canons,1536,52.56883,-0.56513,,56,4.025351691,0,1,0,0,1,0,1.149328843,0,0,NORTHAMPTONSHIRE,,
Flamstead Priory,,,7,Benedictine,,Nuns,1537,51.819083,-0.484855,,30,3.401197382,1,1,0,0,1,0,0.479626449,1,30,HERTFORDSHIRE,,
Flanesford Priory,,,5,Augustinian,,Canons,1536,51.8712,-2.6128,,14,2.63905733,0,1,0,0,1,0,2.520712901,0,0,HEREFORDSHIRE,,
Flaxley Abbey,,Flaxley,8,Cistercian,,Monks,1536,51.836111,-2.451944,Bordesley,112,4.718498871,0,1,0,0,1,0,2.356517813,0,0,GLOUCESTERSHIRE,,
Flitcham Priory,,,7,Augustinian,,Canons,1538,52.808868,0.572341,,55,4.007333185,2,1,0,0,1,0,1.470974798,0,0,NORFOLK,,
Flixton Priory,,Flixton,7,Augustinian,,Canonesses,1536,52.4262,1.4041,,23,3.135494216,0,1,0,0,1,0,1.776658459,1,23,SUFFOLK,,
Folkestone Priory,,Folkestone,9,Benedictine,,Monks,1535,51.078796,1.181644,,41,3.713572067,-1,1,0,0,1,0,1.369405475,0,0,KENT,,
Forde Abbey,,Thorncombe,8,Cistercian,,Monks,1539,50.842566,-2.911506,Waverley Abbey,374,5.924255797,3,1,0,1,0,0,2.872035032,0,0,DEVON,,
Fordham Priory,,Fordham,7,Gilbertine,,Canons,1540,52.3054,0.3865,,40,3.688879454,4,0,1,0,1,0,0.941956644,0,0,CAMBRIDGESHIRE,,
Fosse Priory,,,6,Cistercian,,Nuns,1539,53.3,-0.74,,7,1.945910149,3,1,0,0,1,1,1.894956361,1,7,LINCOLNSHIRE,,
Fountains Abbey,,Lindrick with Studley Royal and Fountains,3,Cistercian,,Monks,1539,54.109931,-1.581182,,1115,7.016609684,3,1,0,1,0,1,2.983328702,0,0,"YORKSHIRE, WEST RIDING",1132,https://www.nationaltrust.org.uk/fountains-abbey-and-studley-royal-water-garden/features/the-history-of-fountains-abbey
"Franciscan Friary, Lichfield",,Lichfield,5,Franciscan,"Friars Minor, Conventual",Friars,1538,52.68191,-1.83008,Worcester,,,2,0,1,0,1,0,2.074668303,0,,STAFFORDSHIRE,,
"Franciscan Friary, Southampton",,Southampton,9,Franciscan,"Friars Minor, Conventual",Friars,1538,50.907086,-1.400436,London,,,2,0,1,0,1,0,1.417000673,0,,HAMPSHIRE,,
"Franciscan Friary, Winchester",,Winchester,9,Franciscan,"Friars Minor, Conventual",Friars,1538,51.051906,-1.335686,London,,,2,0,1,0,1,0,1.300909597,0,,HAMPSHIRE,,
Freiston Priory,,Frieston,6,Benedictine,,Monks,1539,52.9739,0.0506,Crowland,167,5.117993812,3,1,0,0,1,1,1.473588443,0,0,LINCOLNSHIRE,,
Frithelstock Priory,,Frithelstock,8,Augustinian,Arrouaisian,Canons,1536,50.955,-4.188333,,127,4.844187086,0,1,0,0,1,0,4.107897476,0,0,DEVON,,
Furness Abbey,,Barrow in Furness,1,Cistercian,,Monks,1537,54.135859,-3.198288,Savigny,805,6.690842277,1,1,0,1,0,1,4.047554027,0,0,LANCASHIRE,1127,https://www.british-history.ac.uk/vch/lancs/vol2/pp114-131
Garendon Abbey,,Shepshed,6,Cistercian,,Monks,1536,52.774726,-1.258232,Waverley Abbey,159,5.068904202,0,1,0,0,1,0,1.702772102,0,0,LEICESTERSHIRE,,
Gisborough Priory,,Guisborough,3,Augustinian,,Canons,1540,54.536134,-1.048754,,628,6.442540166,4,1,0,1,0,1,3.166007557,0,0,"YORKSHIRE, NORTH RIDING",1119,https://www.english-heritage.org.uk/visit/places/gisborough-priory/history/
Glastonbury Abbey,Bath Wells,Glastonbury,8,Benedictine,,Monks,1539,51.146677,-2.715335,,3311,8.105005538,3,1,0,1,0,0,2.622524213,0,0,SOMERSET,,
Gloucester College Priory,,Oxford,9,Benedictine,,Monks,1538,51.754941,-1.263838,,,,2,1,0,0,1,0,1.171627781,0,,OXFORDSHIRE,,
Godstow Abbey,,Godstow,9,Benedictine,,Nuns,1539,51.778238,-1.299599,,275,5.616771098,3,1,0,1,0,0,1.211565727,1,275,OXFORDSHIRE,,
Gokewell Priory,,,6,Cistercian,,Nuns,1536,53.580653,-0.58043,,16,2.772588722,0,1,0,0,1,1,2.121639195,1,16,LINCOLNSHIRE,,
Goring Priory,,Oxford,9,Augustinian,,Canonesses,1536,51.522156,-1.140111,,60,4.094344562,0,1,0,0,1,0,1.02208329,1,60,OXFORDSHIRE,,
Gorleston,,Gorleston,7,Augustinian,Austin Friars,Friars,1538,52.586374,1.724561,Cambridge,,,2,1,0,0,1,0,2.134005752,0,,SUFFOLK,,
Grace Dieu,,,6,Cistercian,,Monks,1536,52.761035,-1.356415,Waverley Abbey,19,2.944438979,0,1,0,0,1,0,1.760259245,0,0,LEICESTERSHIRE,,
Grace Dieu Priory,,Thringstone,6,Augustinian,,Canonesses,1538,52.761034,-1.356795,,92,4.521788577,2,1,0,0,1,0,1.760525879,1,92,LEICESTERSHIRE,,
Grantham,,Grantham,6,Franciscan,"Friars Minor, Conventual",Friars,1539,52.912147,-0.646739,Oxford,,,3,0,1,0,1,1,1.498491042,0,,LINCOLNSHIRE,,
Great Malvern Priory,,Malvern,5,Benedictine,,Monks,1539,52.110479,-2.328509,Westminister Abbey,308,5.730099783,3,1,0,1,0,0,2.290520242,0,0,WORCESTERSHIRE,,
Great Massingham Priory,,,7,Augustinian,,Canons,1538,52.774865,0.661857,West Acre,,,2,1,0,0,1,0,1.486006861,0,,NORFOLK,,
Great Yarmouth Blackfriars,,Yarmouth,7,Dominican,,Friars,1538,52.600229,1.728743,Cambridge,,,2,0,1,0,1,0,2.144627786,0,,NORFOLK,,
Great Yarmouth Carmelite Friary,,Great Yarmouth,7,Carmelites,,,1538,52.608461,1.722845,,,,2,0,1,0,1,0,2.14375723,0,,NORFOLK,,
Great Yarmouth Greyfriars,,Yarmouth,7,Franciscan,"Friars Minor, Conventual",Friars,1538,52.605182,1.726216,Cambridge,,,2,0,1,0,1,0,2.144976718,0,,NORFOLK,,
Great Yarmouth Whitefriars,,Yarmouth,7,Carmelites,,,1538,52.608205,1.723673,,,,2,0,1,0,1,0,2.144337195,0,,NORFOLK,,
Greenfield Priory,,,6,Cistercian,,Nuns,1536,53.27918,0.147045,,63,4.143134726,0,1,0,0,1,1,1.788938161,1,63,LINCOLNSHIRE,,
Greenham Preceptory,,,9,Augustinian,Knights Hospitaller,,1540,51.400946,-1.319561,,77,4.343805422,4,1,0,0,1,0,1.206400145,0,0,BERKSHIRE,,
Greenwich,,Greenwich,10,Franciscan,"Friars Minor, Observant",Friars,1538,51.483209,-0.006582,London,,,2,0,1,0,1,0,0.114690985,0,,KENT,,
"Greyfriars Church, Reading",,Reading,9,Franciscan,"Friars Minor, Conventual",Friars,1538,51.456772,-0.976533,Oxford,,,2,0,1,0,1,0,0.860081645,0,,BERKSHIRE,,
"Greyfriars, Boston",,Boston,6,Franciscan,"Friars Minor, Conventual",Friars,1539,52.9748,-0.0217,York,,,3,0,1,0,1,1,1.467968665,0,,LINCOLNSHIRE,,
"Greyfriars, Canterbury",,Canterbury,9,Franciscan,Observant,Friars,1538,51.278971,1.076821,,,,2,0,1,0,1,0,1.217049956,0,,KENT,,
"Greyfriars, Coventry",,Coventry,5,Franciscan,"Friars Minor, Conventual",Friars,1538,52.4057,-1.5117,Worcester,,,2,0,1,0,1,0,1.656622905,0,,WARWICKSHIRE,,
"Greyfriars, Gloucester",,Gloucester,8,Franciscan,"Friars Minor, Conventual",Friars,1538,51.86359,-2.246264,Bristol,,,2,0,1,0,1,0,2.157338151,0,,GLOUCESTERSHIRE,,
"Greyfriars, Grimsby",,Grimsby,6,Franciscan,"Friars Minor, Conventual",Friars,1538,53.562993,-0.092028,York,,,2,0,1,0,1,1,2.053158544,0,,LINCOLNSHIRE,,
"Greyfriars, Hartlepool",,Hartlepool,2,Franciscan,"Friars Minor, Conventual",Friars,1538,54.696678,-1.179912,Newcastle,,,2,0,1,0,1,0,3.358922655,0,,DURHAM,,
"Greyfriars, Leicester",,Leicester,6,Franciscan,"Friars Minor, Conventual",Friars,1538,52.634035,-1.136143,Oxford,,,2,0,1,0,1,0,1.516530986,0,,LEICESTERSHIRE,,
"Greyfriars, Lincoln",,Lincoln,6,Franciscan,"Friars Minor, Conventual",Friars,1538,53.229587,-0.539845,York,,,2,0,1,0,1,1,1.77055028,0,,LINCOLNSHIRE,,
"Greyfriars, London",,Newgate,10,Franciscan,"Friars Minor, Conventual",Friars,1538,51.5162,-0.0996,London,,,2,0,1,0,1,0,0.019511279,0,,MIDDLESEX,,
"Greyfriars, Newcastle Upon Tyne",,Newcastle Upon Tyne,2,Franciscan,"Friars Minor, Conventual",Friars,1539,54.973574,-1.612351,,,,3,0,1,0,1,1,3.772152026,0,,NORTHUMBERLAND,,
"Greyfriars, Norwich",,Norwich,7,Franciscan,"Friars Minor, Conventual",Friars,1538,52.629208,1.299477,Cambridge,,,2,0,1,0,1,0,1.806142602,0,,NORFOLK,,
Grimsby Nunnery,,,6,Augustinian,,Canonesses,1539,53.552098,-0.093124,,9,2.197224577,3,1,0,0,1,1,2.04225073,1,9,LINCOLNSHIRE,,
Grosmont Priory,,,3,Grandmontines,,,1536,54.440691,-0.724497,,12,2.48490665,0,0,1,0,1,1,2.992769129,0,0,"YORKSHIRE, NORTH RIDING",1200,https://www.british-history.ac.uk/vch/yorks/vol3/pp193-194
Guildford Black Friary,,Guildford,9,Dominican,,Friars,1538,51.239189,-0.586825,London,,,2,0,1,0,1,0,0.541333283,0,,SURREY,,
Hackness Priory,,Hackness,3,Benedictine,,Monks,1539,54.301416,-0.512275,Whitby,67,4.204692619,3,1,0,0,1,1,2.819109295,0,0,"YORKSHIRE, NORTH RIDING",,
Hagneby Abbey,,,6,Premonstratensian,,Canons,1536,53.302012,0.22581,,87,4.465908119,0,0,1,0,1,1,1.824713977,0,0,LINCOLNSHIRE,,
Hailes Abbey,,Stanway,8,Cistercian,,Monks,1539,51.96831,-1.928067,Beaulieu,357,5.877735782,3,1,0,1,0,0,1.867090945,0,0,GLOUCESTERSHIRE,,
Halesowen Abbey,,Halesowen,5,Premonstratensian,,Canons,1538,52.443809,-2.036922,,280,5.634789603,2,0,1,1,0,0,2.133981517,0,0,SHROPSHIRE,,
Haliwell Priory,,Shoreditch,10,Augustinian,,Canonesses,1538,51.523962,-0.07892,,294,5.683579767,2,1,0,1,0,0,0.041593387,1,294,MIDDLESEX,,
Halston Preceptory,,,5,Augustinian,Knights Hospitaller,,1540,52.87502,-2.983818,,160,5.075173815,4,1,0,0,1,0,3.174211596,0,0,SHROPSHIRE,,
Haltemprice Priory,,Willerby,3,Augustinian,,Canons,1536,53.764649,-0.420865,,100,4.605170186,0,1,0,0,1,1,2.274886537,0,0,"YORKSHIRE, EAST RIDING",1326,https://www.british-history.ac.uk/vch/yorks/vol3/pp213-216
Hampole Priory,,Hampole,3,Cistercian,,Nuns,1539,53.58767,-1.237362,,63,4.143134726,3,1,0,0,1,1,2.35997035,1,63,"YORKSHIRE, WEST RIDING",1170,https://www.british-history.ac.uk/vch/yorks/vol3/pp163-165
Handale Priory,,,3,Cistercian,,Nuns,1539,54.531056,-0.880864,,13,2.564949357,3,1,0,0,1,1,3.11586076,1,13,"YORKSHIRE, NORTH RIDING",1133,https://www.british-history.ac.uk/vch/yorks/vol3/pp165-167
Harrold Priory,,Harrold,7,Augustinian,Austin Friars,Canonesses,1536,52.19945,-0.60547,,40,3.688879454,0,1,0,0,1,0,0.844316777,1,40,BEDFORDSHIRE,,
Hartland Abbey,,Hartland,8,Augustinian,,Canons,1539,50.996667,-4.508611,,306,5.723585102,3,1,0,1,0,0,4.420418262,0,0,DEVON,,
Hatfield Peverel Priory,,Hatfield Peverel,7,Benedictine,,Monks,1536,51.768942,-0.602896,St Albans Abbey,60,4.094344562,0,1,0,0,1,0,0.54961634,0,0,HERTFORDSHIRE,,
Hatfield Regis Priory,,Hatfield Broad Oak,7,Benedictine,,Monks,1536,51.82781,0.24271,,122,4.804021045,0,1,0,0,1,0,0.480819147,0,0,ESSEX,,
Haughmond Abbey,,Uffington,5,Augustinian,,Canons,1539,52.732312,-2.680289,,259,5.556828062,3,1,0,1,0,0,2.838812973,0,0,SHROPSHIRE,,
Haverholme Priory,,Ewerby and Evedon,6,Gilbertine,,Mixed,1538,53.030543,-0.349397,,70,4.248495242,2,0,1,0,1,1,1.538034238,0,0,LINCOLNSHIRE,,
Healaugh Park Priory,,,3,Augustinian,,Canons,1535,53.911044,-1.262419,,67,4.204692619,-1,1,0,0,1,1,2.659789139,0,0,"YORKSHIRE, EAST RIDING",1218,https://www.british-history.ac.uk/vch/yorks/vol3/pp216-219
Hempton Priory,,Hempton,7,Augustinian,Canons Regular,Canons,1537,52.82,0.83,,32,3.465735903,1,1,0,0,1,0,1.617094187,0,0,NORFOLK,,
Henwood Priory,,,5,Benedictine,,Nuns,1536,52.405724,-1.729754,,21,3.044522438,0,1,0,0,1,0,1.843841127,1,21,WARWICKSHIRE,,
Hereford Dominicans,,Hereford,5,Dominican,,Friars,1538,52.06,-2.713,Oxford,,,2,0,1,0,1,0,2.65254708,0,,HEREFORDSHIRE,,
Hereford Franciscans,,Hereford,5,Franciscan,"Friars Minor, Conventual",Friars,1538,52.052897,-2.721926,Bristol,,,2,0,1,0,1,0,2.659820857,0,,HEREFORDSHIRE,,
Hertford,,Hertford,7,Benedictine,,Monks,1538,51.799328,-0.074918,St Albans Abbey,72,4.276666119,2,1,0,0,1,0,0.292532693,0,0,HERTFORDSHIRE,,
Hexham Abbey,,Hexham,2,Benedictine,,Monks,1537,54.971541,-2.102557,,,,1,1,0,0,1,1,3.990029534,0,,NORTHUMBERLAND,,
Hexham Priory,,,2,Augustinian,,Canons,1537,54.971541,-2.102745,,266,5.583496309,1,1,0,1,0,1,3.99012304,0,0,NORTHUMBERLAND,1113,https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol6/pp95-97#h2-0004
Heynings Priory,,,6,Cistercian,,Nuns,1539,53.3575,-0.72963,,49,3.891820298,3,1,0,0,1,1,1.946079441,1,49,LINCOLNSHIRE,,
